Table ID,Table Name,Table Label,Record Family,Category,Is Custom,Is System,Field Count,Has Overview,Base Type,Description,Available,Feature Required,Permission Required
CUSTOMRECORD_BG_PROCINSTANCE,CUSTOMRECORD_BG_PROCINSTANCE,BG Process Instance,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMRECORD_BG_PROCLOG,CUSTOMRECORD_BG_PROCLOG,BG Process Log,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMLIST_BG_PROCESSSTATUS,CUSTOMLIST_BG_PROCESSSTATUS,BG Process Status,CUSTOMLIST,System,No,Yes,0,Yes,CUSTOMLIST,,Yes,,
CUSTOMRECORD_BG_QUEUEINSTANCE,CUSTOMRECORD_BG_QUEUEINSTANCE,BG Queue Instance,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMRECORD_BG_SUMMARYRECORD,CUSTOMRECORD_BG_SUMMARYRECORD,BG Summary Records,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
vendorBill,vendorBill,Bill,TRANSACTION,System,No,Yes,0,Yes,TRANSACTION,,Yes,,
VendorCredit,VendorCredit,Bill Credit,TRANSACTION,System,No,Yes,0,Yes,TRANSACTION,,Yes,,
CUSTOMRECORD_2663_BILL_EFT_DETAILS,CUSTOMRECORD_2663_BILL_EFT_DETAILS,Bill EFT Details,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMRECORD_2663_BILL_EFT_PAYMENT,CUSTOMRECORD_2663_BILL_EFT_PAYMENT,Bill EFT Payment Information,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
BillInboundShipment,BillInboundShipment,Bill Inbound Shipment,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
billingAccount,billingAccount,Billing Account,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
BillingAccountBillCycle,BillingAccountBillCycle,Billing Account Billing Schedule,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
BillingClass,BillingClass,Billing Class,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
Chargebillingmodetype,Chargebillingmodetype,Billing Mode,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
BillRun,BillRun,Billing Operations,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
BillRunSchedule,BillRunSchedule,Billing Operation Schedules,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
BillingRateCard,BillingRateCard,Billing Rate Card,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
billingSchedule,billingSchedule,Billing Schedule,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
BillingScheduleType,BillingScheduleType,Billing Schedule Type,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
CUSTOMLIST_2663_BILLING_TYPE,CUSTOMLIST_2663_BILLING_TYPE,Billing Type,CUSTOMLIST,System,No,Yes,0,Yes,CUSTOMLIST,,Yes,,
CUSTOMRECORD_PACKSHIP_3RD_PARTY_TYPES,CUSTOMRECORD_PACKSHIP_3RD_PARTY_TYPES,Billing Type (2),CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
billOfDistribution,billOfDistribution,Bill Of Distribution,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
bom,bom,Bill of Materials,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
bomRevision,bomRevision,Bill of Materials Revision,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
BomRevisionComponent,BomRevisionComponent,Bill of Materials Revision Component,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
BillVarianceStatus,BillVarianceStatus,Bill Variance Status,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
bin,bin,Bin,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
binWorksheet,binWorksheet,Bin Put-Away Worksheet,TRANSACTION,System,No,Yes,0,Yes,TRANSACTION,,Yes,,
binTransfer,binTransfer,Bin Transfer,TRANSACTION,System,No,Yes,0,Yes,TRANSACTION,,Yes,,
binType,binType,Bin Type,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
BlanketPurchaseOrder,BlanketPurchaseOrder,Blanket Purchase Order,TRANSACTION,System,No,Yes,0,Yes,TRANSACTION,,Yes,,
Bonus,Bonus,Bonus,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
BonusType,BonusType,Bonus Type,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
commerceSearchBoost,commerceSearchBoost,Boost,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
commerceSearchBoostType,commerceSearchBoostType,Boost Type,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
budgets,budgets,Budget,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
budgetcategory,budgetcategory,Budget Category,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
CUSTOMRECORD_MEYER_CUSTOMBUDGET,CUSTOMRECORD_MEYER_CUSTOMBUDGET,Budget Custom,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
budgetExchangeRate,budgetExchangeRate,Budget Exchange Rate,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
budgetimport,budgetimport,Budget Import,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
budgetLegacy,budgetLegacy,Budget Legacy,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
CUSTOMRECORD_NS_REQ_BUG_RESOLUT_STATUSES,CUSTOMRECORD_NS_REQ_BUG_RESOLUT_STATUSES,Bug Resolution Statuses,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMRECORD_NS_REQ_BUG_SEVERITIES,CUSTOMRECORD_NS_REQ_BUG_SEVERITIES,Bug Severities,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMRECORD_NS_IBE_BUG_STATUSES,CUSTOMRECORD_NS_IBE_BUG_STATUSES,Bug Statuses,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMLIST_EB_ITEM_BUILDERS,CUSTOMLIST_EB_ITEM_BUILDERS,Builder,CUSTOMLIST,System,No,Yes,0,Yes,CUSTOMLIST,,Yes,,
BulkProcessingResultType,BulkProcessingResultType,Bulk Processing Result Type,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
BulkProcessingStatus,BulkProcessingStatus,Bulk Processing Status,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
BulkProcSubmission,BulkProcSubmission,Bulk Processing Submission,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
BulkProcessingType,BulkProcessingType,Bulk Processing Type,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
bundleInstallationScript,bundleInstallationScript,Bundle Installation Script,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
bundleInstallationScriptDeployment,bundleInstallationScriptDeployment,Bundle Installation Script Deployment,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
BusinessEventHandlerFeedDetailType,BusinessEventHandlerFeedDetailType,Business Event Handler Feed Detail Type,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
BusinessEventHandler,BusinessEventHandler,Business Events Handler,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
BusinessEventHandlerFeedStatus,BusinessEventHandlerFeedStatus,Business Events Handler Feed Status,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
BusinessEventsProcessingHistory,BusinessEventsProcessingHistory,Business Events Processing,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
BusinessEventType,BusinessEventType,Business Event Type,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
buyingReason,buyingReason,Buying Reason,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
buyingTimeFrame,buyingTimeFrame,Buying Time Frame,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
overallQuantityPricingType,overallQuantityPricingType,Calculate Quantity Discounts,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
CalculateDiscountType,CalculateDiscountType,Calculate Quantity Discounts,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
GenericCampaign,GenericCampaign,Campaign,EVENT,System,No,Yes,0,Yes,EVENT,,Yes,,
SearchCampaign,SearchCampaign,Campaign,EVENT,System,No,Yes,0,Yes,EVENT,,Yes,,
CampaignAnalytic,CampaignAnalytic,Campaign Analytics,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
CampaignAudience,CampaignAudience,Campaign Audience,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
CampaignCategory,CampaignCategory,Campaign Category,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
CampaignChannel,CampaignChannel,Campaign Channel,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
CampaignEmailAddress,CampaignEmailAddress,Campaign Email Address,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
CampaignTemplate,CampaignTemplate,Campaign Email Template,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
CampaignEvent,CampaignEvent,Campaign Event,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
GenericCampaignEvent,GenericCampaignEvent,Campaign Event,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
CampaignEventType,CampaignEventType,Campaign event type,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
CampaignFamily,CampaignFamily,Campaign Family,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
CampaignOffer,CampaignOffer,Campaign Offer,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
CampaignResponse,CampaignResponse,Campaign Response,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
CampaignSearchEngine,CampaignSearchEngine,Campaign Search Engine,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
CampaignSubscription,CampaignSubscription,Campaign Subscription,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
CampaignVertical,CampaignVertical,Campaign Vertical,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
paymentCardBrand,paymentCardBrand,Card Brand,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
cardholderAuthentication,cardholderAuthentication,Cardholder Authentication,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
CardholderAuthenticationEvent,CardholderAuthenticationEvent,Cardholder Authentication Event,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
CardholderAuthenticationStatus,CardholderAuthenticationStatus,Cardholder Authentication Status,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
CUSTOMRECORD_PAYMENT_TERMS,CUSTOMRECORD_PAYMENT_TERMS,Carrier Payment Terms,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMLIST_CARRIER_SERVICE_LIST,CUSTOMLIST_CARRIER_SERVICE_LIST,Carrier Services,CUSTOMLIST,System,No,Yes,0,Yes,CUSTOMLIST,,Yes,,
CartSortOrder,CartSortOrder,Cart Sort Order,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
supportCase,supportCase,Case,EVENT,System,No,Yes,0,Yes,EVENT,,Yes,,
supportCaseIssue,supportCaseIssue,Case Issue,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
supportCaseOrigin,supportCaseOrigin,Case Origin,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
supportCasePriority,supportCasePriority,Case Priority,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
caseProfile,caseProfile,Case Profile,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
supportCaseStatus,supportCaseStatus,Case Status,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
supportTerritory,supportTerritory,Case Territory,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
supportCaseType,supportCaseType,Case Type,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
cashRefund,cashRefund,Cash Refund,TRANSACTION,System,No,Yes,0,Yes,TRANSACTION,,Yes,,
CashSale,CashSale,Cash Sale,TRANSACTION,System,No,Yes,0,Yes,TRANSACTION,,Yes,,
SiteCategoryType,SiteCategoryType,Category Name,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
CUSTOMRECORD_CELIGO_BATCH_DATA_FLOW,CUSTOMRECORD_CELIGO_BATCH_DATA_FLOW,Celigo Batch Data Flow,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMRECORD_CELLIGO_BATCH_DATA_FLOW_LIB,CUSTOMRECORD_CELLIGO_BATCH_DATA_FLOW_LIB,Celigo Batch Data Flow Library,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMLIST_CELIGO_BACTH_DATA_FLOW_TYPE,CUSTOMLIST_CELIGO_BACTH_DATA_FLOW_TYPE,Celigo Batch Data Flow Type,CUSTOMLIST,System,No,Yes,0,Yes,CUSTOMLIST,,Yes,,
CUSTOMLIST_CELIGO_BACTH_DATA_FLOW_VERS,CUSTOMLIST_CELIGO_BACTH_DATA_FLOW_VERS,Celigo Batch Data Flow Version,CUSTOMLIST,System,No,Yes,0,Yes,CUSTOMLIST,,Yes,,
CUSTOMRECORD_CELIGO_CLOSURES,CUSTOMRECORD_CELIGO_CLOSURES,Celigo Closures,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMRECORD_CELIGO_CONNECTION,CUSTOMRECORD_CELIGO_CONNECTION,Celigo Connection,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMRECORD_CELIGO_CONNECTION_TYPE,CUSTOMRECORD_CELIGO_CONNECTION_TYPE,Celigo Connection Type,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMRECORD_CELIGO_CUSTOM_LOGIC_BS,CUSTOMRECORD_CELIGO_CUSTOM_LOGIC_BS,Celigo Custom Logic - BS,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMRECORD_CELIGO_DATA_TRANS,CUSTOMRECORD_CELIGO_DATA_TRANS,Celigo Data Transports,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMRECORD_CELIGO_DEBUG_ENABLEMENT,CUSTOMRECORD_CELIGO_DEBUG_ENABLEMENT,Celigo Debugging Enablement,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMRECORD_CELIGO_ENUM_CONT,CUSTOMRECORD_CELIGO_ENUM_CONT,Celigo Enum Container,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMRECORD_CELIGO_ENVIRONMENT,CUSTOMRECORD_CELIGO_ENVIRONMENT,Celigo Environment,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMRECORD_CELIGO_RT2_ENVIRONMENT,CUSTOMRECORD_CELIGO_RT2_ENVIRONMENT,Celigo Environment 2,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMRECORD_CELIGO_EXPORT_LOOKUP,CUSTOMRECORD_CELIGO_EXPORT_LOOKUP,Celigo Export Lookup,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMLIST_CELIGO_EXTERNAL_DATA_TYPES,CUSTOMLIST_CELIGO_EXTERNAL_DATA_TYPES,Celigo External Data Types,CUSTOMLIST,System,No,Yes,0,Yes,CUSTOMLIST,,Yes,,
CUSTOMLIST_CELIGO_FIELD_TYPES,CUSTOMLIST_CELIGO_FIELD_TYPES,Celigo Field Types,CUSTOMLIST,System,No,Yes,0,Yes,CUSTOMLIST,,Yes,,
CUSTOMRECORD_CELIGO_RAKUTEN_REC_REPORT,CUSTOMRECORD_CELIGO_RAKUTEN_REC_REPORT,Celigo Flow Response Log,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMRECORD_CELIGO_GLOBAL_CACHE,CUSTOMRECORD_CELIGO_GLOBAL_CACHE,Celigo Global Cache,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMRECORD_CELIGO_GLOBAL_PARAMS,CUSTOMRECORD_CELIGO_GLOBAL_PARAMS,Celigo Global Parameters,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMRECORD_CELIGO_IMPORT_LOOKUP,CUSTOMRECORD_CELIGO_IMPORT_LOOKUP,Celigo Import Lookup,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMRECORD_CELIGO_SDK_INCLUDED_FILES,CUSTOMRECORD_CELIGO_SDK_INCLUDED_FILES,Celigo Included Files - Integr,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMRECORD_CELIGO_INTEGRATION,CUSTOMRECORD_CELIGO_INTEGRATION,Celigo Integration,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMRECORD_CELIGO_LOGGER,CUSTOMRECORD_CELIGO_LOGGER,Celigo Integration Log,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMRECORD_CELIGO_INTEGRATION_USECASE,CUSTOMRECORD_CELIGO_INTEGRATION_USECASE,Celigo Integration Use Case,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMRECORD_CELIGO_INTEGRATOR_UI,CUSTOMRECORD_CELIGO_INTEGRATOR_UI,Celigo Integrator UI,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMLIST_CELIGO_INTERNAL_DATA_TYPES,CUSTOMLIST_CELIGO_INTERNAL_DATA_TYPES,Celigo Internal Data Types,CUSTOMLIST,System,No,Yes,0,Yes,CUSTOMLIST,,Yes,,
CUSTOMRECORD_CELIGO_JOB_BATCH,CUSTOMRECORD_CELIGO_JOB_BATCH,Celigo Job Batch,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMLIST_CELIGO_JOB_BATCH_STATUS,CUSTOMLIST_CELIGO_JOB_BATCH_STATUS,Celigo Job Batch Status,CUSTOMLIST,System,No,Yes,0,Yes,CUSTOMLIST,,Yes,,
CUSTOMRECORD_CELIGO_JOB_EXPORT,CUSTOMRECORD_CELIGO_JOB_EXPORT,Celigo Job Export,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMLIST_CELIGO_JOB_EXPORT_STATUS,CUSTOMLIST_CELIGO_JOB_EXPORT_STATUS,Celigo Job Export Status,CUSTOMLIST,System,No,Yes,0,Yes,CUSTOMLIST,,Yes,,
CUSTOMRECORD_CELIGO_JOB_IMPORT,CUSTOMRECORD_CELIGO_JOB_IMPORT,Celigo Job Import,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMLIST_CELIGO_JOB_IMPORT_STATUS,CUSTOMLIST_CELIGO_JOB_IMPORT_STATUS,Celigo Job Import Status,CUSTOMLIST,System,No,Yes,0,Yes,CUSTOMLIST,,Yes,,
CUSTOMRECORD_CELIGO_JOB_REALTIME,CUSTOMRECORD_CELIGO_JOB_REALTIME,Celigo Job Realtime,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMRECORD_CELIGO_LOCK,CUSTOMRECORD_CELIGO_LOCK,Celigo Lock,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMLIST_CELIGO_LOG_LEVEL,CUSTOMLIST_CELIGO_LOG_LEVEL,Celigo Log Levels,CUSTOMLIST,System,No,Yes,0,Yes,CUSTOMLIST,,Yes,,
CUSTOMRECORD_CELIGO_OBJECT_MAP,CUSTOMRECORD_CELIGO_OBJECT_MAP,Celigo Object Mapping,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMRECORD_CELIGO_PAAS_RECORD_TYPES,CUSTOMRECORD_CELIGO_PAAS_RECORD_TYPES,Celigo PaaS Object Types,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMRECORD_CELIGO_PAAS_PARENT_REC_TYPE,CUSTOMRECORD_CELIGO_PAAS_PARENT_REC_TYPE,Celigo PaaS Parent Record Type,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMRECORD_CELIGO_PAAS_REC_SEARCH_META,CUSTOMRECORD_CELIGO_PAAS_REC_SEARCH_META,Celigo PaaS Record Search Meta,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMRECORD_CELIGO_PAAS_UI_COMPONENT,CUSTOMRECORD_CELIGO_PAAS_UI_COMPONENT,Celigo PaaS UI Component,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMRECORD_CELIGO_PAAS_UI_ELEMENT,CUSTOMRECORD_CELIGO_PAAS_UI_ELEMENT,Celigo PaaS UI Element,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMLIST_CELIGO_PAAS_UI_ELEMENT_TYPE,CUSTOMLIST_CELIGO_PAAS_UI_ELEMENT_TYPE,Celigo Paas UI Element Type,CUSTOMLIST,System,No,Yes,0,Yes,CUSTOMLIST,,Yes,,
CUSTOMRECORD_CELIGO_MESSAGE_QUEUE,CUSTOMRECORD_CELIGO_MESSAGE_QUEUE,Celigo Queued Message,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMRECORD_CELIGO_RT2_MESSAGE_QUEUE,CUSTOMRECORD_CELIGO_RT2_MESSAGE_QUEUE,Celigo Queued Message 2,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMRECORD_CELIGO_REALTIME_EXPORT,CUSTOMRECORD_CELIGO_REALTIME_EXPORT,Celigo Realtime Export (v1),CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMRECORD_CELIGO_RT_EXPORT_FLOW,CUSTOMRECORD_CELIGO_RT_EXPORT_FLOW,Celigo Realtime Export Flow,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMRECORD_CELIGO_RT2_EXPORT_FLOW,CUSTOMRECORD_CELIGO_RT2_EXPORT_FLOW,Celigo Realtime Export Flow 2.0,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMRECORD_CELIGO_RT_IMPORT_FLOW,CUSTOMRECORD_CELIGO_RT_IMPORT_FLOW,Celigo Realtime Import Flow,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMRECORD_CELIGO_RT_EXPORT_FLOW_LIB,CUSTOMRECORD_CELIGO_RT_EXPORT_FLOW_LIB,Celigo RT Export Flow Lib,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMRECORD_CELIGO_RT_IMPORT_FLOW_LIB,CUSTOMRECORD_CELIGO_RT_IMPORT_FLOW_LIB,Celigo RT Import Flow Lib,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMLIST_CELIGO_PAAS_SEARCH_META_TYP,CUSTOMLIST_CELIGO_PAAS_SEARCH_META_TYP,Celigo Search Meta Type,CUSTOMLIST,System,No,Yes,0,Yes,CUSTOMLIST,,Yes,,
CUSTOMRECORD_CELIGO_SOBJECT_METADATA,CUSTOMRECORD_CELIGO_SOBJECT_METADATA,Celigo SObject Metadata,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMRECORD_CELIGO_SUPPORTED_FIELD,CUSTOMRECORD_CELIGO_SUPPORTED_FIELD,Celigo Supported Field Type,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMRECORD_CELIGO_SUPPORTED_LIST,CUSTOMRECORD_CELIGO_SUPPORTED_LIST,Celigo Supported List Type,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMRECORD_CELIGO_SUPPORTED_OBJECT,CUSTOMRECORD_CELIGO_SUPPORTED_OBJECT,Celigo Supported Object Type,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMRECORD_CELIGO_TF_TEST,CUSTOMRECORD_CELIGO_TF_TEST,Celigo Test,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMLIST_CELIGO_TF_BUNDLETRIGGERLIST,CUSTOMLIST_CELIGO_TF_BUNDLETRIGGERLIST,Celigo Test Bundle Trigger,CUSTOMLIST,System,No,Yes,0,Yes,CUSTOMLIST,,Yes,,
CUSTOMRECORD_CELIGO_TF_LIB,CUSTOMRECORD_CELIGO_TF_LIB,Celigo Test Library,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMLIST_CELIGO_TF_PRODUCT_LIST,CUSTOMLIST_CELIGO_TF_PRODUCT_LIST,Celigo Test Product List,CUSTOMLIST,System,No,Yes,0,Yes,CUSTOMLIST,,Yes,,
CUSTOMRECORD_CELIGO_TF_RESULT,CUSTOMRECORD_CELIGO_TF_RESULT,Celigo Test Result,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMLIST_CELIGO_TF_TESTTYPE,CUSTOMLIST_CELIGO_TF_TESTTYPE,Celigo Test Type,CUSTOMLIST,System,No,Yes,0,Yes,CUSTOMLIST,,Yes,,
CUSTOMRECORD_CELIGO_TF_TRACKED,CUSTOMRECORD_CELIGO_TF_TRACKED,Celigo TF Test Trace,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMLIST_CELIGO_UE_EVENT_TYPES,CUSTOMLIST_CELIGO_UE_EVENT_TYPES,Celigo UE Event Types,CUSTOMLIST,System,No,Yes,0,Yes,CUSTOMLIST,,Yes,,
CUSTOMLIST_CELIGO_UE_EXCTX,CUSTOMLIST_CELIGO_UE_EXCTX,Celigo UE Execution Context,CUSTOMLIST,System,No,Yes,0,Yes,CUSTOMLIST,,Yes,,
CUSTOMLIST_CELIGO_RT2_UE_EXCTX,CUSTOMLIST_CELIGO_RT2_UE_EXCTX,Celigo UE Execution Context 2,CUSTOMLIST,System,No,Yes,0,Yes,CUSTOMLIST,,Yes,,
CUSTOMLIST_CELIGO_UE_EXEC_TYPES,CUSTOMLIST_CELIGO_UE_EXEC_TYPES,Celigo UE Execution Types,CUSTOMLIST,System,No,Yes,0,Yes,CUSTOMLIST,,Yes,,
CUSTOMLIST_CELIGO_RT2_UE_EXEC_TYPES,CUSTOMLIST_CELIGO_RT2_UE_EXEC_TYPES,Celigo UE Execution Types 2,CUSTOMLIST,System,No,Yes,0,Yes,CUSTOMLIST,,Yes,,
CUSTOMRECORD_UNIQUE_TEST_REC,CUSTOMRECORD_UNIQUE_TEST_REC,Celigo Unique Test,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMRECORD_CELIGO_USER_EVENT_SCRIPTS,CUSTOMRECORD_CELIGO_USER_EVENT_SCRIPTS,Celigo User Event Script,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CenterType,CenterType,Center Type,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
CUSTOMLIST_ATLAS_CERTIFCATION_TYPE,CUSTOMLIST_ATLAS_CERTIFCATION_TYPE,Certification Type,CUSTOMLIST,System,No,Yes,0,Yes,CUSTOMLIST,,Yes,,
ChallengeWindowSize,ChallengeWindowSize,Challenge window size,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
